CO_CNES;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
2001160;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE SACADO;12;120060;;
2001179;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE ESPERANCA;12;120060;;
2001195;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE JOACI;12;120060;;
0748102;DESAFIO JOVEM PENIEL;DESAFIO JOVEM PENIEL;12;120040;-997.228;-6.781.632
9921060;R MOTA DIOGENES;COERB;12;120040;-9.958.641;-67.806.800
0983101;DENTAL BABY SERVICOS ODONTOLOGICOS LTDA;DENTAL BABY SERVICOS ODONTOLOGICOS LTDA;12;120040;-99.665.252;-678.307.419
2851814;RENY ARAUJO PEREIRA GOMES;RENY ARAUJO PEREIRA GOMES;12;120040;-996.413;-6.782.254
0985589;CLINICA VITALLE LTDA;CLINICA VITALLE;12;120020;-761.827.206.613.257;-7.268.350.839.614.860
2822679;EDUARDO JOSE SOARES HADAD;EDUARDO JOSE SOARES HADAD;12;120040;-99.809.346;-678.706.663
2841096;ANA RITA CANOVAS DO PRADO CARNEIRO;ANA RITA CANOVAS DO PRADO CARNEIRO;12;120040;-98.322.456;-679.521.091
2827301;MARCELUS ANTONIO MOTTA PRADO DE NEGREIROS;MARCELUS ANTONIO MOTTA PRADO DE NEGREIROS;12;120040;-99.606.838;-678.502.078
2842432;DENTISTA DA FAMILIA CLINICA ODONTOLOGIA LTDA;DENTISTA DA FAMILIA;12;120040;-99.732.073;-678.078.011
9043489;PREFEITURA MUNICIPAL DE SENA MADUREIRA;ACADEMIA DA SAUDE RICIOTT TAMBURINI;12;120050;-9.065.080.302.519.950;-6.865.253.448.486.320
9166475;OBRA SOCIAL NS DA GLORIA FAZENDA DA ESPERANCA;FAZENDA DA ESPERANCA DOM LUIS HERBST;12;120033;-762.320.627.680.061;-7.293.926.239.013.670
0771465;E A VIANA E SILVA;CLINICA DE GINECOLOGIA E OBSTETRICIA DR EDUARDO ALENCAR;12;120040;-996.116;-6.780.905
0783722;SECRETARIA MUNICIPAL DE SAUDE;UNIDADE BASICA JOSE SOUZA CORREIA;12;120042;-7.853.688.998.151.520;-7.273.530.721.664.420
9830464;MUNICIPIO DE BRASILEIA;ESF ANTONIO CORREIA DA CRUZ;12;120010;-10.899.137.833.418.700;-6.888.916.969.299.310
9909451;G A DE MIRANDA;POPCLIN;12;120040;-9.978.767;-67.804.753
9907866;ARNALDO THOMAZ CORDEIRO BARBOSA;ARNALDO THOMAZ CORDEIRO BARBOSA;12;120040;-996.078;-6.780.988
0837822;MUNICIPIO DE MANCIO LIMA;UBS MARIA RODRIGUES DE MATOS;12;120033;-7.649.032.856.990.040;-7.285.736.918.449.400
0843423;J CRUZ LTDA;FARMACIA DO CONSUMIDOR;12;120040;-997.171;-6.780.544
0847011;J CRUZ LTDA;FARMACIA DO CONSUMIDOR;12;120040;-9.959.712;-67.821.335
0859648;R V SERVICOS MEDICOS LTDA;CLINMED;12;120040;-996.315;-6.781.561
0845922;J CRUZ LTDA;DROGARIA POPULAR I;12;120040;-997.378;-6.780.366
0902357;CENTRO PEDIATRICO MATER DEI LTDA;CENTRO PEDIATRICO MATER DEI;12;120040;-99.445.122;-678.010.516
9389814;R M DE ANDRADE;SORRISO METALICO;12;120040;-996.055;-6.781.582
2003287;MUNICIPIO DE RIO BRANCO;USF MARIANO GONZAGA;12;120040;-998.406;-6.788.307
6003427;JOAO CORREIA LIMA FILHO;JOAO CORREIA LIMA FILHO;12;120020;;
6359272;PREFEITURA MUNICIPAL DE TARAUACA;SECRETARIA MUNICIPAL DE SAUDE DE TARAUACA;12;120060;-8.161.212;-70.766.312
7671679;CLINICA DO RIM CONVENIOS LTDA;CLINICA DO RIM CONVENIOS LTDA;12;120040;-996.596;-6.781.621
9370099;LABAC LABORATORIO DE ANALISES CLINICAS LTDA ME;LABAC LABORATORIO DE ANALISES CLINICAS;12;120013;-9.831;-67.952
9524517;INSTITUTO HUMANITAS ATENDIMENTO DESENVOLVIMENTO ESTUDO E P;INSTITUTO HUMANITAS;12;120040;-996.331;-6.782.580
9527974;PREVINNI SERVICOS MEDICOS LTDA;CLINICA PREVINNI;12;120040;-994.865;-6.782.134
9722556;SINDOR SERVICO INTERDISCIPLINAR DE CONTROLE DA DOR LTDA;SINDOR;12;120040;-996.317;-6.781.521
9988084;DOC HEALTH CHECK UP MEDICINA PREVENTIVA LTDA;CLINICA DO NORTE;12;120020;-7.634.499.450.043.430;-7.267.295.122.146.600
9967168;GABRIELA DOS SANTOS LAZZARE;GABRIELA DOS SANTOS LAZZARE;12;120040;-994.635;-6.786.308
9908439;CEDRO CLINICA DE ELETROACUPUNTURA E DOR REIS DO ORIENTE LT;CEDRO CLINICA DE ELETROACUPUNTURA E DOR REIS DO ORIENTE;12;120040;-995.915;-6.781.290
9758488;ONCOHEALTH SERVICOS MEDICOS LTDA;ONCOHEALTH SERVICOS MEDICOS;12;120040;-995.853.719.767.685;-6.781.409.740.447.990
9941444;JOSE ROBERTO BERTONCINI LEITE;PONTO DE EQUILIBRIO;12;120040;-997.013;-6.782.338
0842583;SUELLEN G FRANCA DA SILVA LTDA;GRUPO SUELLEN FRANCA;12;120040;-996.640;-6.781.919
9792937;PREFEITURA MUNICIPAL DE BUJARI;UNIDADE DE APOIO 1 ESF RURAL;12;120013;-9.792.886.452.865.350;-6.826.050.281.524.650
9757937;C M SANTOS;FISIOCOR REABILITACAO CARDIOVASCULAR E METABOLICA;12;120040;-996.350;-6.781.402
9710884;INAO PRESTADORA DE SERVICOS MEDICOS E DIAGNOSTICOS LTDA;INAO;12;120040;-996.185;-6.781.653
2000407;PREFEITURA MUNICIPAL DE XAPURI;UNIDADE DE SAUDE DA FAMILIA DR FELIX BESTENE NETO;12;120070;-1.065.733;-6.849.844
9808558;MUNICIPIO DE PLACIDO DE CASTRO;VIGILANCIA SANITARIA DE PLACIDO DE CASTRO;12;120038;-10.336.810.509.575.200;-6.718.405.723.571.770
7720408;D ANANIAS DE SOUZA;D ANANIAS DE SOUZA;12;120040;-997.261;-6.779.980
9780823;SEBASTIAO AFONSO VIANA MACEDO NEVES;SEBASTIAO AFONSO VIANA MACEDO NEVES;12;120040;-9.975;-67.81
9846433;PREFEITURA MUNICIPAL DE MANOEL URBANO;UNIDADE BASICA DE SAUDE MILTON AUGUSTO DA SILVA;12;120034;-88.365.434;-693.218.757
9899243;CENTRO DE APOIO AO AUTISMO;O MUNDO AZUL;12;120040;-997.044;-6.781.030
0981265;M B LACERDA;CLINICA LABORATOR POPULAR VITAL BRASIL ACREVIDA CONV;12;120040;-99.607.386;-678.528.741
2987376;MUNICIPIO DE RIO BRANCO;POLO ACADEMIA DA SAUDE ALBERT SAMPAIO;12;120040;-994.183;-6.779.769
2940469;MINISTERIO DA SAUDE;UBSI NUKINI;12;120033;-7.433.354;-73.460.015
2891816;J ZOTELLI PSIQUIATRIA E PSICOTERAPIA LTDA;CLINICA ZOTELLI;12;120040;-99.625.369;-677.920.905
9855297;MUNICIPIO DE PORTO WALTER;UBS MANOEL BEZERRA CORREIA;12;120039;-818.354.055.439.801;-7.279.744.863.510.130
9889981;SILVANE JOCHEM QUEIROZ EIRELI;COI AC CENTRO DE ODONTOLOGIA INTEGRADO;12;120040;-9.962.723;-67.841.042
5215587;ELYSANDRA MARREIRO DE FREITAS;ELYSANDRA MARREIRO DE FREITAS;12;120040;-996.431;-6.781.611
5006813;LUCIANO RAMOS ZAGO;LUCIANO RAMOS ZAGO;12;120040;-996.018;-6.781.252
7094272;FELIPE CAOBIANCO QUEIROZ MATEUS;FELIPE CAOBIANCO QUEIROZ MATEUS;12;120040;-997.304;-6.781.884
9937900;T O RIBEIRO;TALITA RIBEIRO REUMATOLOGIA;12;120040;-9.965.177;-67.817.432
6238203;OBSTETRICIA E GINECOLOGIA CARVALHO LTDA;HC COGIVA;12;120020;-761.948.435.591.812;-7.268.872.261.047.360
7799632;MUNICIPIO DE RIO BRANCO;URAP VALDEISA VALDEZ;12;120040;-1.001.788;-6.778.127
7838999;ORTHO LIFE CONSULTORIO ODONTOLOGICO LTDA ME;ORTHO LIFE CONSULTORIO ODONTOLOGICO;12;120040;-998.152;-6.782.931
9402489;MUNICIPIO DE CRUZEIRO DO SUL;CENTRO DE CONTROLE DE ZOONOSES;12;120020;-75.871.733.780.728.700;-7.273.062.618.164.250
9315578;MUNICIPIO DE PORTO WALTER;UBS FRANCISCA DAS CHAGAS LUSTOSA;12;120039;-8.262.797.235.279.070;-727.365.517.616.272
9312390;M V DE ALMEIDA ME;CETM;12;120040;-9.938.224;-67.826.904
4090713;LIDSON S ALMEIDA;ALMEIDA ODONTOCLIN;12;120040;-997.016;-6.780.312
0794775;LABORATORIO DE ANALISES CLINICA BIOVALE LTDA;LABORATORIO BIOVALE;12;120032;-9.192.142.736.607.960;-7.195.152.282.714.840
9522573;TONELLI SCHIAVON FISIO LTDA;SPACO FISI;12;120020;-76.233.764.209.819.000;-7.268.101.930.618.280
9467610;HELANNE C B DOMINGOS;ODONTO SULA;12;120040;-9.975;-67.81
3461866;MEDLAB RIO BRANCO LTDA;MEDLAB FILIAL BS;12;120040;-99.646.896;-678.176.353
9478515;DAVALOS MOREIRA SOARES LTDA;DAVALOS MOREIRA SOARES;12;120040;-995.128;-6.782.492
5055628;MSL DE SOUZA;LABORATORIO PARANALISE;12;120030;-8.164;-70.354
5046017;CONSULTORIO ODONTOLOGICO DR DANIELA BEZERRA VAZ;CONSULTORIO ODONTOLOGICO DR DANIELA BEZERRA VAZ;12;120040;-997.264;-6.782.687
0986925;DR JEFFERSON ZOTELLI;DR JEFFERSON ZOTELLI;12;120040;-99.621.789;-677.931.266
9444211;PREFEITURA MUNICIPAL DE BUJARI;POLO ACADEMIA DA SAUDE ZUMIRA VIEIRA DE SOUZA;12;120013;-9.830.908.291.805.840;-6.795.273.542.404.170
9463623;VALCICLENE C G DE MELO EIRELI;CLINICA VINCULAR;12;120040;-996.111;-6.781.062
9096809;VARGAS E ASFURY SOCIEDADE SIMPLES PURA ME;CRIE SORRISO;12;120040;-996.904;-6.780.690
9908382;USF AEROPORTO VELHO;USF AEROPORTO VELHO;12;120040;-9.988.718.326.580.220;-6.782.183.557.748.790
3325075;NATHANNIE MORAES BERNARDI;ODONTO SMILE;12;120040;-996.610;-6.781.240
3077705;AME IMPORTACAO E EXPORTACAO LTDA;ASISTENCIA MEDICA ESPECIALIZADA;12;120060;-8.161;-70.766
2952025;MARCIA N B M BOTELHO;MULTICLINIC;12;120040;-99.255.438;-678.106.891
9007016;MUNICIPIO DE XAPURI;UNIDADE BASICA DE SAUDE TIA VICENCIA;12;120070;-10.655.913;-68.494.982
9486658;INSTITUTO DE CIRURGIA RIO BRANCO LTDA;CLINICA DR NELSON FROTA;12;120040;-995.650;-6.781.494
9293590;N E TORREZ CHAVEZ LTDA;N E TORREZ CHAVEZ LTDA;12;120040;-9.960.679;-67.815.681
0976385;LEONARDO COSTA DE SOUZA;LEONARDO COSTA DE SOUZA;12;120040;-99.881.834;-678.207.748
0940283;MARCONDE DE OLIVEIRA E SILVA;MARCONDE DE OLIVEIRA E SILVA;12;120040;-9.965.735;-678.145.825
9497285;SELF CLIN CLINICA DE PSICOLOGIA LTDA;SELF CLIN;12;120040;-997.283;-6.782.395
9294449;PREFEITURA MUNICIPAL DE SENADOR GUIOMARD;UNIDADE BASICA DE SAUDE PEDRO RABELO DE LIMA;12;120045;-9.841.307;-67.284.073
9187847;MUNICIPIO DE RIO BRANCO;CENTRO DE ATENCAO PSICOSSOCIAL CAPS II SAMAUMA;12;120040;-9.977.060.949.303.720;-6.781.036.376.953.120
0058378;SOUZA E CANEPPA LTDA;SOUZA E CANEPPA ANESTESIOLOGIA;12;120040;-9.973.280;-67.810.861
2858622;PEREIRA PEREIRA SERVICOS MEDICOS SOCIEDADE SIMPLES;CLINICA DE ORTOPEDIA E COLUNA DA AMAZONIA;12;120040;-996.119;-6.781.578
2864177;JOSE AMERICO GONCALVES FAGUNDES;JOSE AMERICO GONCALVES FAGUNDES;12;120040;-99.693.319;-678.196.576
2864428;CLINICA ULTRASSONOGRAFIA E ARTE LTDA;CLINICA ULTRASSONOGRAFIA E ARTE;12;120040;-99.611.804;-678.149.442
0900192;RICARDO DA SILVA SENA;RICARDO DA SILVA SENA;12;120040;-995.638;-6.786.501
1059505;VAGNER DE JESUS DA SILVA PEREIRA;VAGNER DE JESUS DA SILVA PEREIRA;12;120040;-9.029.158;-68.028.531
0885215;VERS CLINICA CARDIOLOGICA LTDA;CARDIOVIDA;12;120040;-996.622;-6.781.453
0872458;INSTITUTO DE OLHOS DO ACRE SOCIEDADE SIMPLES;INSTITUTO DE OLHOS DO ACRE;12;120040;-9.996.536;-6.781.743
7586140;JOSE ROSA PAULINO;JOSE ROSA PAULINO;12;120040;-9.962.833;-67.811.421
9270817;MUNICIPIO DE RIO BRANCO;USF VALDEISA VALDEZ II;12;120040;-9.975;-67.81
9027963;J J P CALDERON JUNIOR;ECOLIFE LTDA;12;120040;-996.465;-6.781.067
9043470;PREFEITURA MUNICIPAL DE SENA MADUREIRA;ACADEMIA DA SAUDE MARIA DAS DORES DE PAULA;12;120050;-907.277.206.892.088;-686.615.252.494.812
9079831;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB PORTO ACRE 09;12;120080;-9.588;-67.533
9079807;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB BUJARI 10;12;120013;-9.831.841;-67.952.338
2821788;MARCELO GRANDO;MARCELO GRANDO;12;120040;-995.965;-6.779.160
2830876;RENATO CORREIA DA SILVA;RENATO CORREIA DA SILVA;12;120040;-99.626.339;-678.138.159
2842424;MEU DENTISTA CLINICA ODONTOLOGICA LTDA;MEU DENTISTA CLINICA ODONTOLOGICA;12;120040;-99.800.434;-678.794.065
2835509;PREFEITURA MUNICIPAL DE CAPIXABA;ACADEMIA INTERMEDIARIA DE SAUDE;12;120017;-105.754.442;-676.790.924
2855534;LCT PEREIRA E CIA LTDA;ODONTO CLEAN;12;120040;-99.363.197;-678.269.712
2950618;MARIO GIL DE PAULA AFONSO;MARIO GIL DE PAULA AFONSO;12;120040;-996.387;-6.781.173
0731390;THADEU SILVA DE MOURA;THADEU SILVA DE MOURA;12;120040;-996.608.208;-678.153.848
0764582;R A S SILVA;DRASS;12;120040;-997.613;-6.782.628
0711667;MORAIS E MORAIS LTDA;CLINICA DR LUIZ GUSTAVO MORAIS;12;120020;-76.244.689;-72.672.574
0820032;PREFEITURA MUNICIPAL DE TARAUACA;UNIDADE DE SAUDE DA FAMILIA FLUVIAL;12;120060;-81.612.015;-707.662.015
9953396;ASSOCIACAO NOSSA SENHORA DA SAUDE;ANSSAU CLINICA DE ESPECIALIDADES;12;120020;-7.594.295;-72.685.907
9921389;NEFROACRE SERVICOS MEDICOS SOCIEDADE SIMPLES;NEFROACRE MEDICOS;12;120040;-996.537;-6.781.744
0249742;B A M DE SOUZA EIRELI;LABORATORIO POPULAR;12;120050;-9.067.326.400.103.340;-6.865.914.344.787.590
0869430;J VILELA S G MATOS LTDA;CONSULTORIO DRA JAUANE VILELA;12;120040;-9.960.641;-67.809.936
0866741;MARCUS CLAY DA SILVA AFONSO;MARCUS CLAY DA SILVA AFONSO;12;120040;-9.961.309;-67.809.929
9106812;GLENDA FARIAS ACACIO VARGAS;RODRIGUES E NOBREGA LTDA;12;120040;-996.136;-6.781.361
9293531;MASTER CLIN SERVICOS MEDICOS LTDA;MASTER CLIN;12;120040;-995.631;-67.814.690
9175172;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;POSTO DE SAUDE FAZENDA SAO GERALDO;12;120020;-803.658.102.548.735;-7.274.760.246.276.850
9180125;G O HAGE CIA LTDA;MED AC;12;120040;-997.792;-6.782.448
0892092;SECRETARIA DE ESTADO DE SAUDE;CENTRO DE CONVIVENCIA E CULTURA ARTE DE SER;12;120040;-9.984.489.174.516.580;-678.041.410.446.167
0915637;K M OLIVEIRA LTDA;MAIS SAUDE DIAGNOSTICO;12;120033;-76.115.166.780.051.500;-7.290.395.647.287.360
9045678;M C ARARIPE EIRELI;ACRE SAUDE;12;120040;-996.160;-6.781.534
2002515;SECRETARIA DE ESTADO DE SAUDE;POSTO DE SAUDE NABOR JUNIOR;12;120045;-10.151;-67.736
9293566;MILLENIUM CENTER LTDA;MILLENIUM CENTER;12;120040;-995.814;-6.782.173
9438432;SERVICO SOCIAL DO COMERCIO;CLINICA ODONTOLOGICA DO SESC CENTRO;12;120040;-997.482;-6.781.134
9100954;ELIANE DE SOUZA MACIEL;ELIANE DE SOUZA MACIEL;12;120040;-996.247;-6.779.933
7993404;MEDLAB RIO BRANCO LTDA;MEDLAB;12;120040;-995.808;-6.781.488
9821279;D M BARROSO;CLINICA VIDA E SAUDE;12;120045;-10.158.501;-67.732.651
9896406;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE SAO JOAO;12;120060;-8.161.289;-70.766.289
2001462;PREFEITURA MUNICIPAL DE BRASILEIA;ESF DR RICARDO BARBOSA DA SILVA;12;120010;-10.952.926.228.502.100;-6.892.925.262.451.170
2001497;PREFEITURA MUNICIPAL DE BRASILEIA;UNID DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA;12;120010;-11.014.540.168.057.300;-6.874.864.339.828.490
2001055;PREFEITURA MUNICIPAL DE CAPIXABA;UNIDADE MOVEL TERRESTRE;12;120017;;
0813656;CARVALHO E CARVALHO SERVICOS MEDICOS SOCIEDADE SIMPLES;CARVALHO E CARVALHO SERVICOS MEDICOS;12;120040;-996.229;-6.781.061
0837687;VIEIRA QUEIROZ LTDA;DROGARIA PAGUE POUCO;12;120040;-9.975;-67.81
0692808;K S SUZUKI LTDA;CLINICA MULTIDISCIPLINAR VENCER VOCE;12;120040;-996.464;-6.781.078
0846031;J CRUZ LTDA;DROGARIAS ULTRA POPULAR;12;120040;-9.945.423;-67.797.638
0856703;T M SOUZA EIRELI;ODONTO REVITALIZE;12;120040;-997.053;-6.781.601
0866628;ORTIZ TAXI AEREO LTDA;ORTIZ AEROTAXI;12;120045;-9.888.544;-67.439.725
0852082;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;CENTRO ESPECIALIZADO EM ATENDIMENTO MUNICIPAL AO AUTISMO;12;120020;-7.629.480.298.744.140;-7.266.781.210.899.350
9896392;SECRETARIA MUNICIPAL DE SAUDE;POSTO DE SAUDE TAUARI;12;120060;-8.161.023;-70.766.023
9208100;MUNICIPIO DE RIO BRANCO;USF VILA IVONETE;12;120040;-9.975;-67.81
0070165;E O F COELHO;CLINICA MENINO JESUS;12;120040;-9.975;-67.81
0068381;R C DOS SANTOS;SANTOS ENDODONTIA;12;120040;-9.966.341;-67.812.209
4082524;CLAUDIANA CARDOSO LIMA VIEIRA;CLAUDIANA CARDOSO LIMA VIEIRA;12;120040;-996.602;-6.781.426
3271331;E DE FREITAS ROCHA;PRONTODONTO;12;120040;-9.968.863;-67.816.200
4084594;FABIOLA LAMEIRA DA COSTA PEREIRA;PONTO CLIN FISIOTERAPIA ESTETICA TERNATE FUNCIONAL;12;120040;-995.974;-6.781.387
0726427;CENTRO DE DIAGNOSTICOS CITOLAB EIRELI;LAB IMAGEM MEDICINA DIAGNOSTICA;12;120020;-7.623.844.317.131.770;-7.267.256.498.336.790
0900206;MONICELY RODRIGUES SALES;MONICELY RODRIGUES SALES;12;120040;-996.823;-6.785.332
0650315;SOUZA BEZERRA SERVICOS MEDICOS LTDA;CENTRO DE DIABETES E ENDOCRINOLOGIA DO ACRE;12;120040;-996.088;-6.780.929
0678392;A THOMAZINI COELHO FARMA EIRELI;DROGARIA GLOBO;12;120040;-996.301;-6.781.087
6861180;CONSULTORIOS ODONTOLOGICOS RIO BRANCO LTDA;CONSULTORIOS ODONTOLOGICOS RIO BRANCO LTDA;12;120040;-9.945.519;-67.797.485
6868126;ROBERTO AMADO JUNIOR;ROBERTO AMADO JUNIOR;12;120040;-996.132;-6.781.569
6873073;OFTALMOACRE MEDICOS LTDA;OFTALMOACRE;12;120040;-995.998;-6.782.090
6002692;SERIMAGEM LTDA;SERIMAGEM SERVICO DE DIAGNOSTICO POR IMAGEM;12;120020;-7.632.266.360.342.230;-7.267.700.672.149.650
3544915;PREFEITURA MUNICIPAL DE FEIJO;UNIDADE DE SAUDE DA FAMILIA DULCE DE ARAUJO ANDRADE SENA;12;120030;-8.169.322;-703.563.366
2001993;L A BATISTA ANALISES CLINICAS EIRELI;LABORATORIO DR LUIZ AUGUSTO BATISTA;12;120040;-995.952;-6.781.600
2002035;LABORATORIO DE ANALISES CLINICAS;LABORATORIO CARLOS CHAGAS LTDA;12;120040;-9.961.244;-67.815.481
2000210;EPONINA CLAUDIA MAGALHAES MELO ME;LABORATORIO DE ANALISES CLINICAS BIOVIDA;12;120020;-763.515.874.096.288;-7.267.408.847.808.830
2001969;SEBASTIAO PEDRO REDA;LABORATORIO DE ANALISES CLINICAS POLIDORO REDA;12;120040;;
2000377;ANY VIEIRA DA ROCHA;LABORATORIO DRA ANY CITOPATOLOGIA E ANATONOMIA PATOLOGICA;12;120040;-9.975;-67.81
2002965;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE AMAPA;12;120040;;
2002787;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE BAIXA VERDE;12;120040;;
2002957;SECRETARIA MUNICIPAL DE SAUDE;POSTO DE SAUDE BARRO VERMELHO;12;120040;;
2002655;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE BELO JARDIM;12;120040;;
2002671;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE BOM DESTINO;12;120040;;
2002469;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE CARAO;12;120040;;
2002647;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE COLONIA AGRICOLA;12;120040;;
2002744;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE GLEBA E KM 52;12;120040;;
2002949;SECRETARIA MUNICIPAL DE SAUDE;POSTO DE SAUDE GLEBA T;12;120040;;
2002736;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE INVASAO DO QUIXADA;12;120040;;
2001586;FUNDACAO HOSPITAL ESTADUAL DO ACRE;FUNDHACRE;12;120040;-9.966;-6.785.465
7247435;PREFEITURA MUNICIPAL DE SAUDE;UNIDADE DE SAUDE DA FAMILIA RAIMUNDO CELSO LIMA VERDE;12;120020;-7.613.167.650.460.210;-7.265.739.440.917.960
7238762;SECRETARIA MUNICIPAL DE SAUDE;SEMSA;12;120025;-11.031.580;-68.734.812
7902689;SAUDE ODONTO LTDA;SAUDE ODONTO;12;120040;-995.836;-6.783.153
7325495;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB DE TARAUACA;12;120060;-81.509.875;-707.815.387
9570721;A P V CAMPOS;CONSULTORIO DE PSICOLOGIA VITALITY;12;120040;-9.962.953;-67.831.242
3420019;PREVENTIVA ENGENHARIA E MEDICINA DO TRABALHO LTDA;PREVENTIVA ENGENHARIA E MEDICINA DO TRABALHO;12;120040;-994.790;-6.782.884
0710342;ALUIZIO ALVES PEREIRA JUNIOR;ALUIZIO ALVES PEREIRA JUNIOR;12;120040;-996.118;-6.781.578
0736201;PRISCILLA AUGUSTA MAIA DE FARIA MURAD;PRISCILLA AUGUSTA MAIA DE FARIA MURAD;12;120040;-9.969.395;-67.813.454
0746029;RAVAN YURI MAIA DA SILVA;RAVAN YURI MAIA DA SILVA;12;120040;-992.960;-6.783.192
0875562;CLINICA ODONTOLOGICA IMPROAC LTDA;IMPROAC;12;120040;-997.030;-6.781.123
9712135;SECRETARIA DE ESTADO DE SAUDE;COORDENACAO REGIONAL DE VIGILANCIA EM SAUDE DO JURUA;12;120020;-7.618.463.480.537.340;-7.268.310.070.037.840
6384765;ALMADA E ARAUJO LTDA;NUTRI BELLUS;12;120040;-994.963;-6.782.505
2002094;SECRETARIA DE ESTADO DE SAUDE;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E OUTRAS DROGAS III;12;120040;-9.955.212;-67.832.021
7070209;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB PLACIDO DE CASTRO 12;12;120038;-10.335.324;-67.184.716
7081243;SECRETARIA DE ESTADO DE SUADE;AMBULANCIA SAMU DE SENADOR GUIOMARD;12;120045;;
0484598;MUNICIPIO DE PLACIDO DE CASTRO;CENTRAL MUNICIPAL DE REDE DE FRIO;12;120038;-10.306.812.602.471.400;-6.720.165.252.685.540
6738532;KATIA SIMONE DA SILVA MENEZES;KATIA SIMONE DA SILVA MENEZES;12;120040;-997.094;-6.782.464
0818704;SECRETARIA MUNICIPAL DE SAUDE;UNIDADE BASICA DJALMA GOMES DA SILVA;12;120042;-7.837.533.817.049.720;-7.268.932.342.529.290
0813168;ESPACO SORRISO LTDA;CONSULTORIO ESPACO SORRISO;12;120040;-997.382;-6.780.950
0788783;CLINICA DA FAMILIA LTDA;CLINICA DA FAMILIA;12;120060;-8.158.286;-70.772.583
0843377;J CRUZ LTDA;DROGARIAS ULTRA POPULAR;12;120040;-1.000.965;-6.779.926
0846058;J CRUZ LTDA;DROGARIAS ULTRA POPULAR;12;120040;-996.552;-67.817
0109479;T A CALIXTO;CALIXTO CAMILO FISIOTERAPIA;12;120040;-997.733;-6.782.864
0511773;MUNICIPIO DE CRUZEIRO DO SUL;CENTRO DE ATENCAO PSICOSSOCIAL CAPS;12;120020;-7.629.182.550.629.680;-7.268.372.297.286.980
0637289;EMPREENDIMENTOS PAGUE MENOS S A;FARMACIA PAGUE MENOS;12;120020;-7.634.690.857.189.320;-7.267.151.355.743.400
0999539;CENTRO ACREANO DA VISAO LTDA;CENTRO ACREANO DA VISAO LTDA;12;120040;-996.113;-6.781.579
2840146;HOME CARE MED ACRE LTDA;HOME CARE MED ACRE;12;120040;-101.485.319;-677.345.177
0520160;SEST SERVICO SOCIAL DO TRANSPORTE;CRUZEIRO DO SUL AC IDELFONCO CORDEIRO UNIDADE DN N 136;12;120020;-76.356.266;-726.607.418
0546372;MUNICIPIO DE SENA MADUREIRA;UNIDADE DE MEDICINA ESPECIALIZADA DE SENA MADUREIRA;12;120050;-906.340.631.499.546;-6.865.538.835.525.510
5353947;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL DA FAMILIA DR MARCIO ROGERIO CAMARGO;12;120032;-943.097.984.130.333;-7.188.150.644.302.360
5359325;ROMEU DELILO JUNIOR;ROMEU DELILO JUNIOR;12;120040;;
5367255;PINHO E MARQUES LTDA;ORTOFISI;12;120040;;
3959511;DINO SANI BARBOSA VIEIRA;ODONTODENTE;12;120020;;
7719825;PREFEITURA MUNICIPAL DE FEIJO;ACADEMIA INTERMEDIARIA DE SAUDE;12;120030;-8.164.254.919.698.730;-7.035.258.293.151.850
7952953;FERNANDO A BARBOZA ME;FERNANDO A BARBOZA;12;120040;-995.165;-6.782.714
7740190;ASSOCIACAO DOS PORTADORES DA HEPATITE DO ACRE;A P H A C;12;120040;-9.961.514;-67.819.054
7780818;PREFEITURA MUNICIPAL DE TARAUACA;FARMACIA MUNICIPAL DE TARAUACA;12;120060;-8.678.910;-70.678.910
7278500;SECRETARIA DE ESTADO DE SAUDE;ESCOLA BELO JARDIM;12;120040;-10.012.076;-67.763.466
